"","DataItemLong","County","State","year","OrchardAc","StateFips","CountyCode","StateCountyFips"
"610.1987","Land in orchards, total (acres)","COOK COUNTY"," IL","1987",64,"17","031","17031"
"611.1987","Land in orchards, total (acres)","CRAWFORD COUNTY"," IL","1987",-9999,"17","033","17033"
"612.1987","Land in orchards, total (acres)","CUMBERLAND COUNTY"," IL","1987",-9999,"17","035","17035"
"613.1987","Land in orchards, total (acres)","DE KALB COUNTY"," IL","1987",63,"17","037","17037"
"614.1987","Land in orchards, total (acres)","DE WITT COUNTY"," IL","1987",-9999,"17","039","17039"
"615.1987","Land in orchards, total (acres)","DOUGLAS COUNTY"," IL","1987",9,"17","041","17041"
"616.1987","Land in orchards, total (acres)","DU PAGE COUNTY"," IL","1987",-9999,"17","043","17043"
"617.1987","Land in orchards, total (acres)","EDGAR COUNTY"," IL","1987",-9999,"17","045","17045"
"618.1987","Land in orchards, total (acres)","EDWARDS COUNTY"," IL","1987",-9999,"17","047","17047"
"619.1987","Land in orchards, total (acres)","EFFINGHAM COUNTY"," IL","1987",40,"17","049","17049"
"620.1987","Land in orchards, total (acres)","FAYETTE COUNTY"," IL","1987",33,"17","051","17051"
"621.1987","Land in orchards, total (acres)","FORD COUNTY"," IL","1987",-9999,"17","053","17053"
"622.1987","Land in orchards, total (acres)","FRANKLIN COUNTY"," IL","1987",-9999,"17","055","17055"
"623.1987","Land in orchards, total (acres)","FULTON COUNTY"," IL","1987",56,"17","057","17057"
"624.1987","Land in orchards, total (acres)","GALLATIN COUNTY"," IL","1987",-9999,"17","059","17059"
"625.1987","Land in orchards, total (acres)","GREENE COUNTY"," IL","1987",2,"17","061","17061"
"626.1987","Land in orchards, total (acres)","GRUNDY COUNTY"," IL","1987",12,"17","063","17063"
"627.1987","Land in orchards, total (acres)","HAMILTON COUNTY"," IL","1987",28,"17","065","17065"
"628.1987","Land in orchards, total (acres)","HANCOCK COUNTY"," IL","1987",16,"17","067","17067"
"629.1987","Land in orchards, total (acres)","HARDIN COUNTY"," IL","1987",-9999,"17","069","17069"
"630.1987","Land in orchards, total (acres)","HENDERSON COUNTY"," IL","1987",-9999,"17","071","17071"
"631.1987","Land in orchards, total (acres)","HENRY COUNTY"," IL","1987",35,"17","073","17073"
"632.1987","Land in orchards, total (acres)","IROQUOIS COUNTY"," IL","1987",5,"17","075","17075"
"633.1987","Land in orchards, total (acres)","JACKSON COUNTY"," IL","1987",1413,"17","077","17077"
"634.1987","Land in orchards, total (acres)","JASPER COUNTY"," IL","1987",-9999,"17","079","17079"
"635.1987","Land in orchards, total (acres)","JEFFERSON COUNTY"," IL","1987",-9999,"17","081","17081"
"636.1987","Land in orchards, total (acres)","JERSEY COUNTY"," IL","1987",518,"17","083","17083"
"637.1987","Land in orchards, total (acres)","JO DAVIESS COUNTY"," IL","1987",58,"17","085","17085"
"638.1987","Land in orchards, total (acres)","JOHNSON COUNTY"," IL","1987",223,"17","087","17087"
"639.1987","Land in orchards, total (acres)","KANE COUNTY"," IL","1987",88,"17","089","17089"
"640.1987","Land in orchards, total (acres)","KANKAKEE COUNTY"," IL","1987",-9999,"17","091","17091"
"641.1987","Land in orchards, total (acres)","KENDALL COUNTY"," IL","1987",-9999,"17","093","17093"
"642.1987","Land in orchards, total (acres)","KNOX COUNTY"," IL","1987",16,"17","095","17095"
"643.1987","Land in orchards, total (acres)","LAKE COUNTY"," IL","1987",277,"17","097","17097"
"644.1987","Land in orchards, total (acres)","LA SALLE COUNTY"," IL","1987",43,"17","099","17099"
"645.1987","Land in orchards, total (acres)","LAWRENCE COUNTY"," IL","1987",-9999,"17","101","17101"
"646.1987","Land in orchards, total (acres)","LEE COUNTY"," IL","1987",-9999,"17","103","17103"
"647.1987","Land in orchards, total (acres)","LIVINGSTON COUNTY"," IL","1987",-9999,"17","105","17105"
"648.1987","Land in orchards, total (acres)","LOGAN COUNTY"," IL","1987",24,"17","107","17107"
"649.1987","Land in orchards, total (acres)","MCDONOUGH COUNTY"," IL","1987",29,"17","109","17109"
"650.1987","Land in orchards, total (acres)","MCHENRY COUNTY"," IL","1987",154,"17","111","17111"
"651.1987","Land in orchards, total (acres)","MCLEAN COUNTY"," IL","1987",80,"17","113","17113"
"652.1987","Land in orchards, total (acres)","MACON COUNTY"," IL","1987",58,"17","115","17115"
"653.1987","Land in orchards, total (acres)","MACOUPIN COUNTY"," IL","1987",257,"17","117","17117"
"654.1987","Land in orchards, total (acres)","MADISON COUNTY"," IL","1987",120,"17","119","17119"
"655.1987","Land in orchards, total (acres)","MARION COUNTY"," IL","1987",283,"17","121","17121"
"656.1987","Land in orchards, total (acres)","MARSHALL COUNTY"," IL","1987",126,"17","123","17123"
"657.1987","Land in orchards, total (acres)","MASON COUNTY"," IL","1987",11,"17","125","17125"
"658.1987","Land in orchards, total (acres)","MASSAC COUNTY"," IL","1987",49,"17","127","17127"
"659.1987","Land in orchards, total (acres)","MENARD COUNTY"," IL","1987",-9999,"17","129","17129"
"660.1987","Land in orchards, total (acres)","MERCER COUNTY"," IL","1987",13,"17","131","17131"
"661.1987","Land in orchards, total (acres)","MONROE COUNTY"," IL","1987",48,"17","133","17133"
"662.1987","Land in orchards, total (acres)","MONTGOMERY COUNTY"," IL","1987",25,"17","135","17135"
"663.1987","Land in orchards, total (acres)","MORGAN COUNTY"," IL","1987",26,"17","137","17137"
"664.1987","Land in orchards, total (acres)","MOULTRIE COUNTY"," IL","1987",12,"17","139","17139"
"665.1987","Land in orchards, total (acres)","OGLE COUNTY"," IL","1987",42,"17","141","17141"
"666.1987","Land in orchards, total (acres)","PEORIA COUNTY"," IL","1987",61,"17","143","17143"
"667.1987","Land in orchards, total (acres)","PERRY COUNTY"," IL","1987",16,"17","145","17145"
"668.1987","Land in orchards, total (acres)","PIATT COUNTY"," IL","1987",-9999,"17","147","17147"
"669.1987","Land in orchards, total (acres)","PIKE COUNTY"," IL","1987",513,"17","149","17149"
"670.1987","Land in orchards, total (acres)","POPE COUNTY"," IL","1987",-9999,"17","151","17151"
"671.1987","Land in orchards, total (acres)","PULASKI COUNTY"," IL","1987",63,"17","153","17153"
"672.1987","Land in orchards, total (acres)","PUTNAM COUNTY"," IL","1987",4,"17","155","17155"
"673.1987","Land in orchards, total (acres)","RANDOLPH COUNTY"," IL","1987",397,"17","157","17157"
"674.1987","Land in orchards, total (acres)","RICHLAND COUNTY"," IL","1987",61,"17","159","17159"
"675.1987","Land in orchards, total (acres)","ROCK ISLAND COUNTY"," IL","1987",234,"17","161","17161"
"676.1987","Land in orchards, total (acres)","ST CLAIR COUNTY"," IL","1987",641,"17","163","17163"
"677.1987","Land in orchards, total (acres)","SALINE COUNTY"," IL","1987",-9999,"17","165","17165"
"678.1987","Land in orchards, total (acres)","SANGAMON COUNTY"," IL","1987",75,"17","167","17167"
"679.1987","Land in orchards, total (acres)","SCHUYLER COUNTY"," IL","1987",-9999,"17","169","17169"
"680.1987","Land in orchards, total (acres)","SCOTT COUNTY"," IL","1987",-9999,"17","171","17171"
"681.1987","Land in orchards, total (acres)","SHELBY COUNTY"," IL","1987",38,"17","173","17173"
"682.1987","Land in orchards, total (acres)","STARK COUNTY"," IL","1987",-9999,"17","175","17175"
"683.1987","Land in orchards, total (acres)","STEPHENSON COUNTY"," IL","1987",7,"17","177","17177"
"684.1987","Land in orchards, total (acres)","TAZEWELL COUNTY"," IL","1987",47,"17","179","17179"
"685.1987","Land in orchards, total (acres)","UNION COUNTY"," IL","1987",2339,"17","181","17181"
"686.1987","Land in orchards, total (acres)","VERMILION COUNTY"," IL","1987",75,"17","183","17183"
"687.1987","Land in orchards, total (acres)","WABASH COUNTY"," IL","1987",-9999,"17","185","17185"
"688.1987","Land in orchards, total (acres)","WARREN COUNTY"," IL","1987",39,"17","187","17187"
"689.1987","Land in orchards, total (acres)","WASHINGTON COUNTY"," IL","1987",22,"17","189","17189"
"690.1987","Land in orchards, total (acres)","WAYNE COUNTY"," IL","1987",81,"17","191","17191"
"691.1987","Land in orchards, total (acres)","WHITE COUNTY"," IL","1987",8,"17","193","17193"
"692.1987","Land in orchards, total (acres)","WHITESIDE COUNTY"," IL","1987",21,"17","195","17195"
"693.1987","Land in orchards, total (acres)","WILL COUNTY"," IL","1987",37,"17","197","17197"
"694.1987","Land in orchards, total (acres)","WILLIAMSON COUNTY"," IL","1987",66,"17","199","17199"
"695.1987","Land in orchards, total (acres)","WINNEBAGO COUNTY"," IL","1987",82,"17","201","17201"
"696.1987","Land in orchards, total (acres)","WOODFORD COUNTY"," IL","1987",24,"17","203","17203"
"697.1987","Land in orchards, total (acres)","ALL OTHER COUNTIES"," IL","1987",-9999,"17","998","17998"
"699.1987","Land in orchards, total (acres)","ADAMS COUNTY"," IN","1987",10,"18","001","18001"
"700.1987","Land in orchards, total (acres)","ALLEN COUNTY"," IN","1987",70,"18","003","18003"
"701.1987","Land in orchards, total (acres)","BARTHOLOMEW COUNTY"," IN","1987",12,"18","005","18005"
"702.1987","Land in orchards, total (acres)","BENTON COUNTY"," IN","1987",-9999,"18","007","18007"
"703.1987","Land in orchards, total (acres)","BLACKFORD COUNTY"," IN","1987",-9999,"18","009","18009"
"704.1987","Land in orchards, total (acres)","BOONE COUNTY"," IN","1987",24,"18","011","18011"
"705.1987","Land in orchards, total (acres)","BROWN COUNTY"," IN","1987",-9999,"18","013","18013"
"706.1987","Land in orchards, total (acres)","CARROLL COUNTY"," IN","1987",65,"18","015","18015"
"707.1987","Land in orchards, total (acres)","CASS COUNTY"," IN","1987",26,"18","017","18017"
"708.1987","Land in orchards, total (acres)","CLARK COUNTY"," IN","1987",240,"18","019","18019"
"709.1987","Land in orchards, total (acres)","CLAY COUNTY"," IN","1987",-9999,"18","021","18021"
"710.1987","Land in orchards, total (acres)","CLINTON COUNTY"," IN","1987",22,"18","023","18023"
"711.1987","Land in orchards, total (acres)","CRAWFORD COUNTY"," IN","1987",-9999,"18","025","18025"
"712.1987","Land in orchards, total (acres)","DAVIESS COUNTY"," IN","1987",67,"18","027","18027"
"713.1987","Land in orchards, total (acres)","DEARBORN COUNTY"," IN","1987",176,"18","029","18029"
"714.1987","Land in orchards, total (acres)","DECATUR COUNTY"," IN","1987",62,"18","031","18031"
"715.1987","Land in orchards, total (acres)","DE KALB COUNTY"," IN","1987",33,"18","033","18033"
"716.1987","Land in orchards, total (acres)","DELAWARE COUNTY"," IN","1987",83,"18","035","18035"
"717.1987","Land in orchards, total (acres)","DUBOIS COUNTY"," IN","1987",-9999,"18","037","18037"
"718.1987","Land in orchards, total (acres)","ELKHART COUNTY"," IN","1987",391,"18","039","18039"
"719.1987","Land in orchards, total (acres)","FAYETTE COUNTY"," IN","1987",-9999,"18","041","18041"
"720.1987","Land in orchards, total (acres)","FLOYD COUNTY"," IN","1987",87,"18","043","18043"
"721.1987","Land in orchards, total (acres)","FOUNTAIN COUNTY"," IN","1987",369,"18","045","18045"
"722.1987","Land in orchards, total (acres)","FRANKLIN COUNTY"," IN","1987",101,"18","047","18047"
"723.1987","Land in orchards, total (acres)","FULTON COUNTY"," IN","1987",-9999,"18","049","18049"
"724.1987","Land in orchards, total (acres)","GIBSON COUNTY"," IN","1987",-9999,"18","051","18051"
"725.1987","Land in orchards, total (acres)","GRANT COUNTY"," IN","1987",59,"18","053","18053"
"726.1987","Land in orchards, total (acres)","GREENE COUNTY"," IN","1987",85,"18","055","18055"
"727.1987","Land in orchards, total (acres)","HAMILTON COUNTY"," IN","1987",33,"18","057","18057"
"728.1987","Land in orchards, total (acres)","HANCOCK COUNTY"," IN","1987",51,"18","059","18059"
"729.1987","Land in orchards, total (acres)","HARRISON COUNTY"," IN","1987",54,"18","061","18061"
"730.1987","Land in orchards, total (acres)","HENDRICKS COUNTY"," IN","1987",405,"18","063","18063"
"731.1987","Land in orchards, total (acres)","HENRY COUNTY"," IN","1987",106,"18","065","18065"
"732.1987","Land in orchards, total (acres)","HOWARD COUNTY"," IN","1987",151,"18","067","18067"
"733.1987","Land in orchards, total (acres)","HUNTINGTON COUNTY"," IN","1987",-9999,"18","069","18069"
"734.1987","Land in orchards, total (acres)","JACKSON COUNTY"," IN","1987",-9999,"18","071","18071"
"735.1987","Land in orchards, total (acres)","JASPER COUNTY"," IN","1987",-9999,"18","073","18073"
"736.1987","Land in orchards, total (acres)","JAY COUNTY"," IN","1987",18,"18","075","18075"
"737.1987","Land in orchards, total (acres)","JEFFERSON COUNTY"," IN","1987",129,"18","077","18077"
"738.1987","Land in orchards, total (acres)","JENNINGS COUNTY"," IN","1987",12,"18","079","18079"
"739.1987","Land in orchards, total (acres)","JOHNSON COUNTY"," IN","1987",52,"18","081","18081"
"740.1987","Land in orchards, total (acres)","KNOX COUNTY"," IN","1987",410,"18","083","18083"
"741.1987","Land in orchards, total (acres)","KOSCIUSKO COUNTY"," IN","1987",46,"18","085","18085"
"742.1987","Land in orchards, total (acres)","LAGRANGE COUNTY"," IN","1987",69,"18","087","18087"
"743.1987","Land in orchards, total (acres)","LAKE COUNTY"," IN","1987",51,"18","089","18089"
"744.1987","Land in orchards, total (acres)","LA PORTE COUNTY"," IN","1987",890,"18","091","18091"
"745.1987","Land in orchards, total (acres)","LAWRENCE COUNTY"," IN","1987",-9999,"18","093","18093"
"746.1987","Land in orchards, total (acres)","MADISON COUNTY"," IN","1987",86,"18","095","18095"
"747.1987","Land in orchards, total (acres)","MARION COUNTY"," IN","1987",12,"18","097","18097"
"748.1987","Land in orchards, total (acres)","MARSHALL COUNTY"," IN","1987",80,"18","099","18099"
"749.1987","Land in orchards, total (acres)","MARTIN COUNTY"," IN","1987",-9999,"18","101","18101"
"750.1987","Land in orchards, total (acres)","MIAMI COUNTY"," IN","1987",-9999,"18","103","18103"
"751.1987","Land in orchards, total (acres)","MONROE COUNTY"," IN","1987",142,"18","105","18105"
"752.1987","Land in orchards, total (acres)","MONTGOMERY COUNTY"," IN","1987",-9999,"18","107","18107"
"753.1987","Land in orchards, total (acres)","MORGAN COUNTY"," IN","1987",349,"18","109","18109"
"754.1987","Land in orchards, total (acres)","NEWTON COUNTY"," IN","1987",-9999,"18","111","18111"
"755.1987","Land in orchards, total (acres)","NOBLE COUNTY"," IN","1987",121,"18","113","18113"
"756.1987","Land in orchards, total (acres)","OHIO COUNTY"," IN","1987",-9999,"18","115","18115"
"757.1987","Land in orchards, total (acres)","ORANGE COUNTY"," IN","1987",12,"18","117","18117"
"758.1987","Land in orchards, total (acres)","OWEN COUNTY"," IN","1987",34,"18","119","18119"
"759.1987","Land in orchards, total (acres)","PARKE COUNTY"," IN","1987",61,"18","121","18121"
"760.1987","Land in orchards, total (acres)","PERRY COUNTY"," IN","1987",-9999,"18","123","18123"
"761.1987","Land in orchards, total (acres)","PIKE COUNTY"," IN","1987",-9999,"18","125","18125"
"762.1987","Land in orchards, total (acres)","PORTER COUNTY"," IN","1987",-9999,"18","127","18127"
"763.1987","Land in orchards, total (acres)","POSEY COUNTY"," IN","1987",-9999,"18","129","18129"
"764.1987","Land in orchards, total (acres)","PULASKI COUNTY"," IN","1987",39,"18","131","18131"
"765.1987","Land in orchards, total (acres)","PUTNAM COUNTY"," IN","1987",99,"18","133","18133"
"766.1987","Land in orchards, total (acres)","RANDOLPH COUNTY"," IN","1987",15,"18","135","18135"
"767.1987","Land in orchards, total (acres)","RIPLEY COUNTY"," IN","1987",34,"18","137","18137"
"768.1987","Land in orchards, total (acres)","RUSH COUNTY"," IN","1987",-9999,"18","139","18139"
"769.1987","Land in orchards, total (acres)","ST JOSEPH COUNTY"," IN","1987",78,"18","141","18141"
"770.1987","Land in orchards, total (acres)","SCOTT COUNTY"," IN","1987",-9999,"18","143","18143"
"771.1987","Land in orchards, total (acres)","SHELBY COUNTY"," IN","1987",62,"18","145","18145"
"772.1987","Land in orchards, total (acres)","SPENCER COUNTY"," IN","1987",-9999,"18","147","18147"
"773.1987","Land in orchards, total (acres)","STARKE COUNTY"," IN","1987",-9999,"18","149","18149"
"774.1987","Land in orchards, total (acres)","STEUBEN COUNTY"," IN","1987",63,"18","151","18151"
"775.1987","Land in orchards, total (acres)","SULLIVAN COUNTY"," IN","1987",-9999,"18","153","18153"
"776.1987","Land in orchards, total (acres)","SWITZERLAND COUNTY"," IN","1987",7,"18","155","18155"
"777.1987","Land in orchards, total (acres)","TIPPECANOE COUNTY"," IN","1987",96,"18","157","18157"
"778.1987","Land in orchards, total (acres)","TIPTON COUNTY"," IN","1987",11,"18","159","18159"
"779.1987","Land in orchards, total (acres)","UNION COUNTY"," IN","1987",-9999,"18","161","18161"
"780.1987","Land in orchards, total (acres)","VANDERBURGH COUNTY"," IN","1987",-9999,"18","163","18163"
"781.1987","Land in orchards, total (acres)","VERMILLION COUNTY"," IN","1987",-9999,"18","165","18165"
"782.1987","Land in orchards, total (acres)","VIGO COUNTY"," IN","1987",-9999,"18","167","18167"
"783.1987","Land in orchards, total (acres)","WABASH COUNTY"," IN","1987",45,"18","169","18169"
"784.1987","Land in orchards, total (acres)","WARREN COUNTY"," IN","1987",-9999,"18","171","18171"
"785.1987","Land in orchards, total (acres)","WARRICK COUNTY"," IN","1987",-9999,"18","173","18173"
"786.1987","Land in orchards, total (acres)","WASHINGTON COUNTY"," IN","1987",120,"18","175","18175"
